0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,graph_label,weight
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2892312980997631
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3031403800051629
2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3249352059629178
2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3752421095937981
4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.389963405993122
5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.393152066358874
7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3954737905098757
9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3955320526594865
10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.395783769070267
10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3957984596638582
11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3970616987091156
12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3977593677024671
12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3979641805139358
13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4019476238433448
14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4053465800292824
14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4071914048913177
14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4099721238379146
15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4440466889958925
16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4754274702607377
16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.4808784994049984
16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.489192908927517
16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.512511358635035
16.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.7212678292468024
